filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
aphex_twin_-_stone_in_focus.wav,0.3490341305732727,0.041134364902973175,545.9595601726654,834.8021833467222,923.9610796004257,0.025159711808243033,-444.20684814453125,205.33106994628906,63.40315246582031,-11.230303764343262,-13.3212890625,-2.414569854736328,6.3997344970703125,16.803203582763672,14.671661376953125,0.5999529957771301,-5.471763610839844,-0.6113507151603699,2.121185302734375,-0.5040470361709595,-2.6352288722991943,-2.4214673042297363,-1.846341609954834,-1.8713676929473877,-1.856223702430725,-1.4087342023849487
